,总价,单价,所在区域,小区名称,房屋类型,所在楼层,建筑面积,户型结构,建筑类型,房屋朝向,装修情况,配备电梯
3074,72,10447,鼓楼区,客运宿舍,2室1厅1厨1卫,中楼层,68.92,平层,板楼,南,简装,无
3075,370,26729,鼓楼区,华润绿地凯旋门,4室1厅1厨2卫,高楼层,138.43,平层,板楼,南,精装,有
3076,251,19921,鼓楼区,华润绿地凯旋门,3室1厅1厨2卫,低楼层,126,平层,板楼,南 北,毛坯,有
3078,165,13679,鼓楼区,风尚自由城,3室2厅1厨1卫,低楼层,120.63,平层,板塔结合,南 北,毛坯,有
3080,210,17710,鼓楼区,万科北宸天地,3室2厅1厨2卫,高楼层,118.58,平层,板楼,南 北,精装,有
3081,78,7978,鼓楼区,畔苑小区,3室1厅1厨1卫,高楼层,97.77,平层,板楼,南 北,简装,无
3086,300,21908,鼓楼区,国金时代,3室1厅1厨2卫,低楼层,136.94,平层,板塔结合,南 北,毛坯,有
3087,55,8837,鼓楼区,鱼先生的社区,2室2厅1厨1卫,低楼层,62.24,平层,板楼,南,其他,有
3088,27,7396,鼓楼区,黄河东岸小区,1室1厅1厨1卫,高楼层,36.51,平层,板塔结合,南,简装,无
3089,158,10251,鼓楼区,豪绅嘉苑,3室2厅1厨2卫,高楼层,154.14,复式,板塔结合,南,精装,有
3090,51,11735,鼓楼区,中环广场,3室1厅1厨1卫,高楼层,43.46,复式,板楼,南,精装,有
3091,210,14936,鼓楼区,福源国际馥园,4室2厅1厨2卫,低楼层,140.6,平层,板塔结合,南 北,精装,有
3092,105,11558,鼓楼区,书香华府,3室2厅1厨1卫,高楼层,90.85,平层,板楼,南 北,精装,有
3094,30,5931,鼓楼区,荆南小区,2室1厅1厨1卫,高楼层,50.59,平层,板楼,南,其他,无
3095,270,16832,鼓楼区,苏宁尊悦府邸,3室2厅1厨2卫,高楼层,160.41,平层,板塔结合,南 北,精装,有
3099,55,9817,鼓楼区,润和园小区,2室1厅1厨1卫,高楼层,56.03,平层,板塔结合,南,精装,有
3100,43,7998,鼓楼区,苹果新天地,2室2厅1厨1卫,高楼层,53.77,跃层,板塔结合,南,其他,有
3101,42,6000,鼓楼区,老营盘小区,2室1厅1厨1卫,高楼层,70,平层,板塔结合,南,其他,无
3102,115,13069,鼓楼区,万科公园里,3室2厅1厨1卫,低楼层,88,平层,板塔结合,南,精装,有
3103,149,16349,鼓楼区,福源国际馥园,2室2厅1厨1卫,高楼层,91.14,平层,板塔结合,南,精装,有
3104,88,9912,鼓楼区,万科公园里,3室2厅1厨1卫,高楼层,88.79,平层,板楼,南,其他,有
3106,380,34109,鼓楼区,府城阁,4室2厅1厨2卫,中楼层,111.41,跃层,板塔结合,南,精装,无
3107,300,18229,鼓楼区,豪绅嘉苑,3室2厅1厨2卫,低楼层,164.58,平层,板楼,南 北,精装,有
3108,140,14148,鼓楼区,万科城,3室2厅1厨1卫,高楼层,98.96,平层,板塔结合,南,精装,有
3110,103,11322,鼓楼区,万科城,3室2厅1厨1卫,高楼层,90.98,平层,板塔结合,南 北,精装,有
3111,54,8920,鼓楼区,港北小区,2室1厅1厨1卫,低楼层,60.54,平层,塔楼,南,其他,无
3112,139,16241,鼓楼区,书香华府,3室1厅1厨1卫,低楼层,85.59,平层,板楼,南,精装,有
3113,92,9725,鼓楼区,港利上城国际,3室2厅1厨1卫,高楼层,94.61,平层,板楼,南,其他,有
3114,88,8941,鼓楼区,苹果新天地,4室2厅1厨2卫,高楼层,98.43,跃层,板塔结合,南,精装,有
3117,120,12400,鼓楼区,锦绣山水南区,3室2厅1厨1卫,高楼层,96.78,平层,板楼,南,其他,无
3119,59,10983,鼓楼区,苹果新天地,3室2厅1厨2卫,高楼层,53.72,跃层,板塔结合,南,精装,有
3120,35,5601,鼓楼区,王场新村,2室1厅1厨1卫,中楼层,62.49,平层,板塔结合,东南,简装,无
3121,300,19846,鼓楼区,万科城,4室2厅1厨2卫,低楼层,151.17,平层,板塔结合,南,其他,有
3122,295,14147,鼓楼区,慧谷阳光花园,4室2厅1厨3卫,高楼层,208.53,跃层,板塔结合,南 北,精装,有
3124,110,12839,鼓楼区,湖畔花苑,3室2厅1厨1卫,低楼层,85.68,平层,板楼,南,其他,无
3125,50,9608,鼓楼区,苹果新天地,3室1厅1厨2卫,高楼层,52.04,复式,板塔结合,南,其他,有
3126,85,10108,鼓楼区,和园爱家,2室2厅1厨1卫,高楼层,84.1,平层,板塔结合,南,简装,有
3127,84,8156,鼓楼区,怡康花园,3室2厅1厨1卫,高楼层,103,平层,板塔结合,南,精装,有
3128,80,9926,鼓楼区,二环小区,2室2厅1厨1卫,中楼层,80.6,平层,板塔结合,南 北,简装,无
3129,29,7086,鼓楼区,和信广场,1室1厅1厨1卫,低楼层,40.93,跃层,板塔结合,北,精装,有
3130,115,13340,鼓楼区,金色阳光B区,2室2厅1厨1卫,低楼层,86.21,平层,板楼,南 北,其他,无
3131,375,20094,鼓楼区,民主小区,3室2厅1厨2卫,高楼层,186.63,跃层,板塔结合,南 北,精装,有
3132,155,8986,鼓楼区,春华园B区,4室2厅1厨1卫,高楼层,172.5,复式,板楼,南,简装,无
3134,85,6590,鼓楼区,怡乐家园,3室2厅1厨1卫,低楼层,129,平层,板楼,南 北,简装,无
3135,105,8623,鼓楼区,苏宁悦城,3室1厅1厨3卫,中楼层,121.78,平层,板楼,南 北,其他,有
3136,85,9314,鼓楼区,琵琶花园南区,2室2厅1厨1卫,中楼层,91.27,平层,板塔结合,南,其他,无
3137,72,7467,鼓楼区,苏堤小区（鼓楼区）,3室1厅1厨1卫,高楼层,96.43,平层,板楼,南 北,其他,无
3139,72,5824,鼓楼区,滨河花园(鼓楼区),4室2厅1厨2卫,高楼层,123.64,跃层,板塔结合,南,精装,无
3140,91,10091,鼓楼区,金色阳光B区,2室2厅1厨1卫,高楼层,90.18,平层,板塔结合,南 北,精装,无
3143,72,10044,鼓楼区,万科公园里,2室2厅1厨1卫,中楼层,71.69,平层,板塔结合,南,其他,有
3144,110,8758,鼓楼区,玉潭花溪,3室2厅1厨2卫,中楼层,125.61,平层,板塔结合,南,其他,有
3145,123,6855,鼓楼区,春华园B区,3室2厅1厨2卫,高楼层,179.45,复式,板楼,南,其他,无
3147,85,9150,鼓楼区,豪绅嘉苑,2室2厅1厨1卫,中楼层,92.9,平层,板楼,南 北,精装,有
3149,45,8265,鼓楼区,苹果新天地,2室1厅1厨1卫,中楼层,54.45,复式,板塔结合,南,精装,有
3151,79,8904,鼓楼区,华商清水湾西区,2室2厅1厨1卫,高楼层,88.73,平层,板塔结合,南,简装,有
3152,33,5154,鼓楼区,鱼先生的社区,2室2厅1厨1卫,中楼层,64.04,平层,板楼,南,毛坯,有
3153,55,9735,鼓楼区,宜居嘉园,2室1厅1厨1卫,低楼层,56.5,平层,板塔结合,南,精装,有
3154,35,6071,鼓楼区,王场新村,2室1厅1厨1卫,中楼层,57.66,平层,板塔结合,南,简装,无
3155,39.8,7402,鼓楼区,苹果新天地,2室2厅1厨2卫,中楼层,53.77,复式,板塔结合,南,简装,有
3157,68,6572,鼓楼区,和美佳苑,3室1厅1厨1卫,低楼层,103.48,平层,板楼,南,精装,有
3161,35,5616,鼓楼区,鱼先生的社区,2室1厅1厨1卫,高楼层,62.33,平层,板楼,南,简装,有
3163,113,15747,鼓楼区,万科北宸天地,2室1厅1厨1卫,中楼层,71.76,平层,板楼,南,精装,有
3165,130,11430,鼓楼区,风尚自由城,3室1厅1厨1卫,中楼层,113.74,平层,板楼,南 北,简装,有
3167,104,10657,鼓楼区,煌庭棕榈湾西区,3室2厅1厨1卫,高楼层,97.59,平层,板塔结合,南,精装,有
3168,95,10798,鼓楼区,万科公园里,3室2厅1厨1卫,高楼层,87.98,平层,板塔结合,南,精装,有
3170,53,7472,鼓楼区,煌庭棕榈湾东区,2室2厅1厨1卫,低楼层,70.94,平层,板塔结合,南,精装,有
3171,106,8749,鼓楼区,华美悦澜湾,3室2厅1厨2卫,中楼层,121.16,平层,板楼,南 北,毛坯,有
3174,102,11457,鼓楼区,万科城麓园,3室2厅1厨1卫,低楼层,89.03,平层,板塔结合,南,精装,有
3176,51.6,7370,鼓楼区,祥和小区,3室1厅1厨1卫,中楼层,70.02,平层,板塔结合,东 南,精装,无
3178,66,6386,鼓楼区,和美佳苑,3室2厅1厨1卫,低楼层,103.36,平层,板塔结合,南,精装,有
3179,25,7508,鼓楼区,苹果新天地,2室1厅1厨1卫,高楼层,33.3,复式,板塔结合,南,精装,有
3180,72,7034,鼓楼区,港利上城国际,3室2厅1厨1卫,低楼层,102.36,平层,板楼,南,毛坯,有
3182,48,5715,鼓楼区,鱼先生的社区,3室2厅1厨1卫,低楼层,84,平层,板楼,南,精装,有
3183,122,10720,鼓楼区,金都华府(鼓楼区),3室2厅1厨1卫,中楼层,113.81,平层,板楼,南,毛坯,有
3184,68,6211,鼓楼区,玉潭佳苑,3室1厅1厨1卫,低楼层,109.5,平层,板楼,南,精装,无
3185,128,10956,鼓楼区,书香华府,4室1厅2厨2卫,高楼层,116.84,平层,塔楼,南 北,毛坯,有
3186,102,8475,鼓楼区,郡望花园北区,3室2厅1厨2卫,高楼层,120.36,平层,板塔结合,西南,毛坯,有
3187,138,15119,鼓楼区,天骄世家,2室2厅1厨1卫,低楼层,91.28,平层,板塔结合,南,其他,有
3188,71,9818,鼓楼区,万科公园里,2室1厅1厨1卫,中楼层,72.32,平层,板楼,南,精装,有
3189,69.5,9624,鼓楼区,万科橙郡,2室1厅1厨1卫,低楼层,72.22,平层,板楼,南,精装,有
3190,108,11106,鼓楼区,万科公园里,3室2厅1厨1卫,中楼层,97.25,平层,板楼,南,其他,有
3191,76,8006,鼓楼区,九里领秀,2室2厅1厨1卫,中楼层,94.93,平层,板楼,南,精装,有
3192,108,8287,鼓楼区,港利上城国际,3室2厅1厨1卫,低楼层,130.33,平层,板楼,南 北,精装,有
3193,149,12885,鼓楼区,煌庭棕榈湾西区,3室2厅1厨1卫,高楼层,115.64,平层,板塔结合,南 北,精装,有
3194,362,18554,鼓楼区,风尚米蘭,4室1厅1厨2卫,中楼层,195.11,平层,板塔结合,南,精装,有
3196,236,18849,鼓楼区,华润绿地凯旋门,3室2厅1厨2卫,中楼层,125.21,平层,板楼,南 北,精装,有
3198,76,8153,鼓楼区,豪绅嘉苑,2室1厅1厨1卫,中楼层,93.22,平层,板楼,南,简装,有
3199,90,10046,鼓楼区,华商清水湾西区,2室2厅1厨1卫,低楼层,89.59,平层,板塔结合,南 北,精装,无
3200,93,10668,鼓楼区,万科城麓园,3室2厅1厨1卫,低楼层,87.18,平层,板塔结合,南,精装,有
3201,108,11024,鼓楼区,华商清水湾东区,3室2厅1厨1卫,低楼层,97.97,平层,板塔结合,南,精装,无
3202,78,7359,鼓楼区,半山雅居,3室2厅1厨1卫,中楼层,106,平层,板塔结合,南,精装,有
3204,88,6813,鼓楼区,中江陶然水岸,3室2厅1厨2卫,中楼层,129.17,平层,板塔结合,南,精装,有
3205,71,7849,鼓楼区,苏宁悦城,3室2厅1厨1卫,低楼层,90.46,平层,板楼,南,毛坯,有
3208,135,13934,鼓楼区,煌庭棕榈湾西区,3室2厅1厨1卫,中楼层,96.89,平层,板塔结合,南,精装,有
3210,103,8175,鼓楼区,城市花园北区,3室2厅1厨1卫,低楼层,126,平层,板塔结合,南,毛坯,无
3212,89,10116,鼓楼区,万科公园里,3室2厅1厨1卫,中楼层,87.98,平层,板塔结合,南,精装,有
3213,88,7715,鼓楼区,城市花园南区,3室2厅1厨1卫,低楼层,114.07,平层,板楼,南,毛坯,无
3214,93,10638,鼓楼区,华美生态园东观园,2室1厅1厨1卫,中楼层,87.43,平层,板塔结合,南 北,精装,无
3215,95,10808,鼓楼区,万科悦庭,3室2厅1厨1卫,中楼层,87.9,平层,板塔结合,南,精装,有
3216,98,10998,鼓楼区,华美生态园东观园,2室2厅1厨1卫,中楼层,89.11,平层,板塔结合,南,精装,无
3217,124,22530,鼓楼区,永康小区,2室1厅1厨1卫,高楼层,55.04,平层,板塔结合,南,其他,无
3218,88,9705,鼓楼区,苏宁悦城,3室1厅1厨1卫,中楼层,90.68,平层,板塔结合,南 北,毛坯,有
3221,87,9778,鼓楼区,苏宁悦城,3室2厅1厨1卫,中楼层,88.98,平层,板楼,南,其他,有
3222,65,8986,鼓楼区,万科橙郡,2室1厅1厨1卫,中楼层,72.34,平层,板楼,南 北,其他,有
3223,40,7507,鼓楼区,苏堤小区（鼓楼区）,1室1厅1厨1卫,中楼层,53.29,平层,板楼,南,简装,无
3224,62,7367,鼓楼区,鱼先生的社区,3室2厅1厨1卫,中楼层,84.17,平层,板楼,南,精装,有
3225,130,10683,鼓楼区,苏宁悦城,3室2厅1厨2卫,高楼层,121.7,平层,板楼,南 北,毛坯,有
3227,120,10280,鼓楼区,华美悦澜湾,3室2厅1厨2卫,低楼层,116.74,平层,板楼,南,毛坯,有
3228,91,10060,鼓楼区,苏宁悦城,3室2厅1厨1卫,中楼层,90.46,平层,板楼,南 北,毛坯,有
3229,183,19797,鼓楼区,天骄世家,2室2厅1厨1卫,中楼层,92.44,平层,板塔结合,南,精装,有
3230,101,12854,鼓楼区,镇河一街72号,2室1厅1厨1卫,高楼层,78.58,平层,板塔结合,南 北,精装,无
3237,72,10501,鼓楼区,苹果新天地,3室1厅1厨2卫,高楼层,68.57,复式,板塔结合,南,精装,有
3238,105,11751,鼓楼区,万科城,3室1厅1厨1卫,低楼层,89.36,平层,板塔结合,南,精装,有
3239,210,16139,鼓楼区,万科城,4室1厅1厨2卫,中楼层,130.12,平层,板塔结合,南 北,精装,有
3241,82,7421,鼓楼区,中江陶然水岸,3室2厅1厨1卫,中楼层,110.5,平层,塔楼,南 北,毛坯,有
3242,112,13166,鼓楼区,万科城,3室1厅1厨1卫,高楼层,85.07,平层,板塔结合,南,精装,有
3243,50,10301,鼓楼区,风尚米蘭,2室2厅1厨1卫,低楼层,48.54,跃层,塔楼,南,简装,有
3245,73,8790,鼓楼区,鱼先生的社区,3室2厅1厨1卫,高楼层,83.05,平层,板塔结合,南 北,精装,有
3246,68,7294,鼓楼区,金桂園,3室2厅1厨1卫,中楼层,93.23,平层,板楼,南,毛坯,有
3247,52,9204,鼓楼区,宜居嘉园,2室1厅1厨1卫,中楼层,56.5,平层,板塔结合,南,精装,无
3248,66,8048,鼓楼区,宜居嘉园,2室2厅1厨1卫,低楼层,82.01,平层,板塔结合,南,毛坯,有
3249,78,8368,鼓楼区,豪绅嘉苑,2室1厅1厨1卫,中楼层,93.22,平层,板楼,南 北,毛坯,有
3250,71,9269,鼓楼区,和风雅致,2室1厅1厨1卫,中楼层,76.6,平层,板楼,南,毛坯,有
3251,110,7538,鼓楼区,九里领秀,3室2厅1厨2卫,高楼层,145.93,平层,板楼,南,毛坯,有
3252,47,5870,鼓楼区,鱼先生的社区,3室2厅1厨2卫,低楼层,80.08,平层,板楼,南,毛坯,有
3253,118,12998,鼓楼区,宏宇金色里程,3室2厅1厨1卫,高楼层,90.79,平层,板塔结合,南 北,简装,有
3254,125,11738,鼓楼区,煌庭棕榈湾东区,3室2厅1厨1卫,低楼层,106.5,平层,板塔结合,南,精装,无
3255,31,5367,鼓楼区,王场东村,2室1厅1厨1卫,中楼层,57.77,平层,塔楼,南,简装,有
3256,85,6029,鼓楼区,滨河花园(鼓楼区),3室1厅1厨1卫,高楼层,141,平层,板塔结合,南,毛坯,无
3257,156,17994,鼓楼区,华润绿地凯旋门,2室2厅1厨1卫,中楼层,86.7,平层,板楼,南 北,精装,有
3258,290,24696,鼓楼区,华润绿地凯旋门,3室2厅1厨2卫,中楼层,117.43,平层,板塔结合,南 北,毛坯,有
3259,88,8879,鼓楼区,煌庭棕榈湾东区,3室1厅1厨1卫,高楼层,99.12,平层,板塔结合,南,简装,无
3260,95,10588,鼓楼区,煌庭棕榈湾东区,3室2厅1厨1卫,高楼层,89.73,平层,板塔结合,南,毛坯,无
3261,89.9,10079,鼓楼区,华商清水湾东区,3室2厅1厨1卫,高楼层,89.2,复式,板塔结合,南,精装,无
3262,130,12622,鼓楼区,湖畔花苑,3室2厅1厨1卫,低楼层,103,平层,板塔结合,南 北,简装,无
3264,107,10761,鼓楼区,怡美家园,2室2厅1厨1卫,低楼层,99.44,平层,板楼,南,精装,有
3265,210,18848,鼓楼区,万科城,3室2厅1厨2卫,高楼层,111.42,平层,板塔结合,南,精装,有
3266,189,15012,鼓楼区,福源国际馥园,3室2厅1厨2卫,高楼层,125.9,平层,板塔结合,南 北,精装,有
3267,210,16548,鼓楼区,风尚米蘭,3室1厅1厨2卫,中楼层,126.91,平层,板塔结合,南,精装,有
3270,102,10787,鼓楼区,畔苑小区,2室2厅1厨1卫,低楼层,94.56,平层,板塔结合,南,简装,无
3271,138,11096,鼓楼区,豪绅嘉苑,3室0厅1厨2卫,高楼层,124.37,平层,板楼,南,简装,有
3272,142,14789,鼓楼区,万科城,3室2厅1厨1卫,中楼层,96.02,平层,板塔结合,南,精装,有
3274,85,8772,鼓楼区,华美悦澜湾,3室2厅1厨1卫,高楼层,96.9,平层,板楼,南,毛坯,有
3275,139,8923,鼓楼区,春华园B区,3室2厅1厨2卫,高楼层,155.78,错层,板楼,南,简装,无
3276,86,10027,鼓楼区,坝子小区,3室2厅1厨1卫,中楼层,85.77,平层,板楼,南,精装,无
3277,68,13755,鼓楼区,东华小区,2室1厅1厨1卫,中楼层,49.44,平层,板塔结合,南,简装,无
3278,106,8940,鼓楼区,徐矿城紫薇园,3室2厅1厨1卫,低楼层,118.58,平层,板塔结合,南,精装,无
3279,110,11500,鼓楼区,兴隆花园一期,3室1厅1厨1卫,低楼层,95.66,平层,板塔结合,南,精装,无
3280,95,10701,鼓楼区,万科橙郡,3室2厅1厨1卫,高楼层,88.78,平层,板楼,南,精装,有
3281,131,10404,鼓楼区,畔苑小区,3室2厅1厨2卫,高楼层,125.92,平层,板楼,南,精装,有
3282,97.9,10111,鼓楼区,琵琶花园南区,3室2厅1厨1卫,高楼层,96.83,平层,塔楼,南,精装,有
3283,133,11638,鼓楼区,万科城,3室2厅1厨2卫,中楼层,114.29,平层,板塔结合,南,精装,有
3284,59,7124,鼓楼区,鱼先生的社区,3室2厅1厨1卫,中楼层,82.82,平层,板楼,南,简装,有
3285,122,10752,鼓楼区,祥和四季花園,3室2厅1厨1卫,中楼层,113.47,平层,板塔结合,南,精装,无
3286,122,12324,鼓楼区,万科公园里,3室2厅1厨1卫,低楼层,99,平层,板楼,南 东 北,精装,有
3288,150,15117,鼓楼区,和信香榭丽花园,3室2厅1厨1卫,中楼层,99.23,平层,板塔结合,南 北,精装,有
3289,83,6588,鼓楼区,中江陶然水岸,3室1厅1厨2卫,中楼层,126,平层,板塔结合,南 北,精装,有
3292,110,11619,鼓楼区,宜居嘉园,3室2厅1厨1卫,低楼层,94.68,平层,板塔结合,南,毛坯,有
3293,150,13892,鼓楼区,风尚自由城,3室1厅1厨1卫,高楼层,107.98,平层,板塔结合,南 北,精装,有
3294,260,22467,鼓楼区,华润绿地凯旋门,3室2厅1厨2卫,低楼层,115.73,平层,板楼,南 北,毛坯,有
3295,178,14936,鼓楼区,万科城麓园,3室2厅1厨2卫,中楼层,119.18,平层,板塔结合,南 北,精装,有
3296,77,10961,鼓楼区,东华小区,3室1厅1厨1卫,中楼层,70.25,平层,板塔结合,南,简装,有
3297,258,20503,鼓楼区,民主小区,3室1厅1厨1卫,低楼层,125.84,平层,板塔结合,南 北,其他,有
3299,115,11525,鼓楼区,万科橙郡,3室2厅1厨1卫,高楼层,99.79,平层,板楼,南 北,其他,有
3300,99,9118,鼓楼区,民馨园西区,3室2厅1厨1卫,中楼层,108.58,平层,板塔结合,南,精装,无
3301,326,22966,鼓楼区,华润绿地凯旋门,4室2厅1厨2卫,中楼层,141.95,平层,板楼,南 北,毛坯,有
3302,158,17189,鼓楼区,福源国际馥园,2室2厅1厨1卫,高楼层,91.92,平层,板塔结合,南,精装,有
3303,105,12075,鼓楼区,万科悦庭,3室2厅1厨1卫,低楼层,86.96,平层,板塔结合,南,其他,有
3304,166,14212,鼓楼区,书香华府,4室2厅1厨2卫,中楼层,116.81,平层,塔楼,南,毛坯,有
3305,260,21170,鼓楼区,华润绿地凯旋门,3室2厅1厨2卫,低楼层,122.82,平层,板楼,南 北,毛坯,有
3307,120,17397,鼓楼区,福源国际馥园,2室1厅1厨1卫,低楼层,68.98,平层,板塔结合,南,其他,有
3308,99,10593,鼓楼区,润和园小区,3室1厅1厨1卫,低楼层,93.46,平层,板塔结合,南 北,其他,有
3310,156,17117,鼓楼区,福源国际馥园,2室2厅1厨1卫,低楼层,91.14,平层,板塔结合,南,其他,有
3311,75,7757,鼓楼区,东阁小区南区,3室2厅1厨1卫,中楼层,96.69,平层,板楼,南 北,其他,无
3312,89,9649,鼓楼区,华美生态园北区,2室2厅1厨1卫,中楼层,92.24,平层,板塔结合,南 北,其他,有
3313,45,8565,鼓楼区,金博星城,2室1厅1厨2卫,高楼层,52.54,平层,板塔结合,南 北,毛坯,有
3314,138,11869,鼓楼区,锦绣山水南区,3室2厅1厨2卫,高楼层,116.27,跃层,板楼,南,其他,无
3315,51.8,6984,鼓楼区,王场新村,3室1厅1厨1卫,中楼层,74.17,平层,板塔结合,南,其他,无
3316,79,9568,鼓楼区,琵琶花园南区,2室2厅1厨1卫,高楼层,82.57,平层,平房,南,其他,无
3318,125,10060,鼓楼区,华美悦澜湾,3室2厅1厨2卫,低楼层,124.26,平层,板楼,南 北,其他,有
